ID,Asset_Type,Object_Group,Tag_Attribute,Equipment_Instrument_Type,Asset_Name,Asset_Description,Tag_Data_Type,IO_Type,DNP3_Point_Number,DNP3_Group_and_Variation,DNP3_Point_Data_Class,MODBUS_Register,Raw_Minimum,Raw_Maximum,Engineering_Minimum,Engineering_Maximum,Analogue_Event_Deviation_Type,Analogue_Deviation,Analogue_Deviation_Unsolicited,Digital_Event_Unsolicited,Default_Value,Site_Specific,MIN_SETPOINT,MAX_SETPOINT,Default_Value_Category,Value_Source,EU,Usage,System_Data_Reference,Hold_Up,Suppression,Component,DNP3_Control_Object,Severity,TREND,OPTIONS,Matched_Tag,RTU_DNP3_EVENT_CLASS,EquipmentType,Testing_Value,Key
3800,SP,LS0006,_dsAlm,ZS_01,Dry Well Surcharge Imminent Level,Alarm,BOOL,DI,16,g1v2 Binary Input with Flags,Class 3 <5>,127802,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A3,Y,E,Alarm Rationalisation.BRISBANE.Sewage_pumping_station.Dry_well_flooded_trip,A3,STANDARD,FALSE,SP_LS0006_dsAlm
3801,SP,LS0006,_dsEtrTest,ZS_01b,Dry Well Surcharge Imminent Level,Electrode Test Failed,BOOL,DI,109,g1v2 Binary Input with Flags,Class 3 <5>,127803,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A3,Y,E,Alarm Rationalisation.BRISBANE.Sewage_pumping_station.Dry_well_elect_trip_test_failed,A3,STANDARD,FALSE,SP_LS0006_dsEtrTest
3837,SP,MB,_dsIOFlt,MB,Main Board,IO Fault,BOOL,DI,163,g1v2 Binary Input with Flags,Class 3 <5>,119025,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A5,Y,Standard,Made up,A5,STANDARD,FALSE,SP_MB_dsIOFlt
3839,SP,MTS0001,_dsTSN,MTS_7,Manual Transfer Switch,Normal,BOOL,DI,263,g1v2 Binary Input with Flags,Class 3 <5>,130801,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Station.Control,,A5,Y,F1,Made up,A5,STANDARD,FALSE,SP_MTS0001_dsTSN
3841,SP,OS0001,_dsAct,OS_01,Odour Control,Active,BOOL,DI,9,g1v2 Binary Input with Flags,Class 3 <5>,,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,ROOT,,A5,Y,M&&T,Alarm Rationalisation.BRISBANE.Odour_Control_Station.High_speed_active,A5,STANDARD,FALSE,SP_OS0001_dsAct
3843,SP,PFR0001,_dsFlt,STN_01,Station Mains Power,Fault,BOOL,DI,139,g1v2 Binary Input with Flags,Class 1 <1>,156001,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Station.Control,,A1,Y,Standard,Alarm Rationalisation.BRISBANE.Sewage_pumping_station.Mains_fail,A1,STANDARD,FALSE,SP_PFR0001_dsFlt
3846,SP,PFR0002,_dsFlt,STN_01,Energex Power,Fault,BOOL,DI,140,g1v2 Binary Input with Flags,Class 3 <5>,156201,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Station.Control,,A3,Y,Standard,Alarm Rationalisation.BRISBANE.Site.Energex_power,A3,STANDARD,FALSE,SP_PFR0002_dsFlt
3848,SP,PIT0001,_acSpH,PT_01,Delivery Pressure,High Setpoint,REAL,AO,48,g40v3 32b Floating Point AO Flags,Class 2 <3>,422051,0,1000,0,1000,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,mAHD,Alarm generation,,,,Setpoints,,,Y,U,,AD1,STANDARD,80.0,SP_PIT0001_acSpH
3849,SP,PIT0001,_acSpL,PT_01,Delivery Pressure,Low Setpoint,REAL,AO,59,g40v3 32b Floating Point AO Flags,Class 2 <3>,422053,0,1000,0,1000,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,mAHD,Alarm generation,,,,Setpoints,,,Y,U,,AD1,STANDARD,20.0,SP_PIT0001_acSpL
3851,SP,PIT0001,_asPVScl,PT_01,Delivery Pressure,m,REAL,AI,80,g30v5 32b Floating Point AI Flags,Class 2 <3>,422001,0,1000,0,1000,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,m,,,,,ROOT,,,Y,U,,AD1,STANDARD,0.0,SP_PIT0001_asPVScl
3852,SP,PIT0001,_asPVSclmAHD,PT_01,Delivery Pressure,mAHD,REAL,AI,89,g30v5 32b Floating Point AI Flags,Class 2 <3>,422003,0,1000,0,1000,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,mAHD,,,,,Status,,,Y,U,,AD1,STANDARD,0.0,SP_PIT0001_asPVSclmAHD
3853,SP,PIT0001,_asRollAvg1,PT_01AVG,Delivery Pressure,Rolling Average 1,REAL,AI,103,g30v5 32b Floating Point AI Flags,Class 2 <3>,422005,0,1000,0,1000,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,mAHD,,,,,Status,,,Y,U,,AD1,STANDARD,0.0,SP_PIT0001_asRollAvg1
3854,SP,PIT0001,_asRollAvg2,PT_01AVG,Delivery Pressure,Rolling Average 2,REAL,AI,104,g30v5 32b Floating Point AI Flags,Class 2 <3>,422007,0,1000,0,1000,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,mAHD,,,,,Status,,,Y,U,,AD1,STANDARD,0.0,SP_PIT0001_asRollAvg2
3855,SP,PIT0001,_dsAlmH,PT_01,Delivery Pressure,High Alarm,BOOL,DI,23,g1v2 Binary Input with Flags,Class 3 <5>,122001,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A3,Y,U,Alarm Rationalisation.BRISBANE.Pressure_gauge.High,A3,STANDARD,FALSE,SP_PIT0001_dsAlmH
3856,SP,PIT0001,_dsAlmL,PT_01,Delivery Pressure,Low Alarm,BOOL,DI,31,g1v2 Binary Input with Flags,Class 3 <5>,122002,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A3,Y,U,Alarm Rationalisation.BRISBANE.Pressure_gauge.Low,A3,STANDARD,FALSE,SP_PIT0001_dsAlmL
3857,SP,PIT0001,_dsBPV,PT_01,Delivery Pressure,Invalid Alarm,BOOL,DI,65,g1v2 Binary Input with Flags,Class 3 <5>,122003,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A5,Y,U,Alarm Rationalisation.BRISBANE.Pressure_gauge.Invalid,A5,STANDARD,FALSE,SP_PIT0001_dsBPV
3858,SP,PIT0001,_krEngH,PT_01,Delivery Pressure,Max,REAL,AI,156,g30v5 32b Floating Point AI Flags,Class 0 (static) <0>,422101,0,1000,0,1000,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,N/A,N/A,,,mAHD,Scaling,,,,Setpoints,,,Y,U,,L3,STANDARD,100.0,SP_PIT0001_krEngH
3859,SP,PIT0001,_krEngL,PT_01,Delivery Pressure,Min,REAL,AI,165,g30v5 32b Floating Point AI Flags,Class 0 (static) <0>,422103,0,1000,0,1000,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,N/A,N/A,,,mAHD,Scaling,,,,Setpoints,,,Y,U,,L3,STANDARD,0.0,SP_PIT0001_krEngL
3860,SP,PIT0001,_krEngMAHD,PT_01,Delivery Pressure,Elevation,REAL,AI,169,g30v5 32b Floating Point AI Flags,Class 0 (static) <0>,422105,0,1000,0,1000,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,N/A,N/A,,,mAHD,Scaling,,,,Setpoints,,,Y,U,,L3,STANDARD,10.0,SP_PIT0001_krEngMAHD
3866,SP,PMP0001,_acSpBlk,DRV_02Blk,Pump 1,Minimum Blocked Flowrate Setpoint,REAL,AO,36,g40v3 32b Floating Point AO Flags,Class 2 <3>,452851,0,1000,0,1000,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,l/s,Alarm generation,,,,Setpoints,,,Y,H1||H2,,AD1,STANDARD,30.0,SP_PMP0001_acSpBlk
3867,SP,PMP0001,_acMSpd,DRV_02VSD,Pump 1,Manual Speed Setpoint,REAL,AO,30,g40v3 32b Floating Point AO Flags,Class 2 <3>,452865,0,100,0,100,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,%,Manual control,,,,Setpoints,,,Y,W2,,AD1,STANDARD,25.0,SP_PMP0001_acMSpd
3869,SP,PMP0001,_acAmpSpH,DRV_02AIAmps,Pump 1,Current High Setpoint,REAL,AO,0,g40v3 32b Floating Point AO Flags,Class 2 <3>,452853,0,1000,0,1000,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,A,Alarm generation,,,,Setpoints,,,Y,Standard,,AD1,STANDARD,80.0,SP_PMP0001_acAmpSpH
3870,SP,PMP0001,_acAmpSpL,DRV_02AIAmps,Pump 1,Current Low Setpoint,REAL,AO,3,g40v3 32b Floating Point AO Flags,Class 2 <3>,452855,0,1000,0,1000,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,A,Alarm generation,,,,Setpoints,,,Y,Standard,,AD1,STANDARD,20.0,SP_PMP0001_acAmpSpL
3871,SP,PMP0001,_ackWSpH,DRV_02VSD/SS,Pump 1,Power High Setpoint,REAL,AO,22,g40v3 32b Floating Point AO Flags,Class 2 <3>,452861,0,65535,0,65535,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,kW,Alarm generation,,,,Setpoints,,,Y,W1||W2,,AD1,STANDARD,80.0,SP_PMP0001_ackWSpH
3872,SP,PMP0001,_ackWSpL,DRV_02VSD/SS,Pump 1,Power Low Setpoint,REAL,AO,25,g40v3 32b Floating Point AO Flags,Class 2 <3>,452863,0,65535,0,65535,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,kW,Alarm generation,,,,Setpoints,,,Y,W1||W2,,AD1,STANDARD,20.0,SP_PMP0001_ackWSpL
3875,SP,PMP0001,_asAmp,DRV_02VSD/SS,Pump 1,Current,REAL,AI,0,g30v5 32b Floating Point AI Flags,Class 2 <3>,452801,0,10000,0,10000,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,A,,,,,Status,,,Y,W1||W2,,AD1,STANDARD,0.0,SP_PMP0001_asAmp
3876,SP,PMP0001,_asAvl,DRV_02a,Pump 1,Available Score,INT,AI,4,g30v2 16b Int AI Flags,Class 2 <3>,,0,600,0,600,Absolute <1>,1,Disabled <0>,Disabled <0>,,,,,,,,,,,,Status,,,Y,Standard,,AD1B1,STANDARD,0,SP_PMP0001_asAvl
3877,SP,PMP0001,_asDrvFlt,DRV_02a,Pump 1,Drive Fault Count,INT,AI,8,g30v2 16b Int AI Flags,Class 2 <3>,452825,0,10000,0,10000,Absolute <1>,1,Disabled <0>,Disabled <0>,,,,,,,,,,,,Statistics,,,Y,Standard,,AD1B1,STANDARD,0,SP_PMP0001_asDrvFlt
3878,SP,PMP0001,_asHz,DRV_02VSD,Pump 1,Frequency,REAL,AI,21,g30v5 32b Floating Point AI Flags,Class 2 <3>,452807,0,100,0,100,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,Hz,,,,,Status,,,Y,W2,,AD1,STANDARD,0.0,SP_PMP0001_asHz
3879,SP,PMP0001,_asNoStr,DRV_02,Pump 1,Number of Starts,INT,AI,46,g30v2 16b Int AI Flags,Class 2 <3>,452811,0,10000,0,10000,Absolute <1>,10,Disabled <0>,Disabled <0>,,,,,,,,,,,,Statistics,,,Y,Standard,,AD1B2,STANDARD,0,SP_PMP0001_asNoStr
3880,SP,PMP0001,_asNoStrYtd,DRV_02a,Pump 1,Number of Starts Yesterday,INT,AI,50,g30v2 16b Int AI Flags,Class 2 <3>,452813,0,10000,0,10000,Absolute <1>,1,Disabled <0>,Disabled <0>,,,,,,,,,,,,Statistics,,,Y,Standard,,AD1B1,STANDARD,0,SP_PMP0001_asNoStrYtd
3881,SP,PMP0001,_asPVSclAmp,DRV_02AIAmps,Pump 1,Ammeter Current,REAL,AI,81,g30v5 32b Floating Point AI Flags,Class 2 <3>,452815,0,1000,0,1000,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,A,,,,,Status,,,Y,N2,,AD1,STANDARD,0.0,SP_PMP0001_asPVSclAmp
3882,SP,PMP0001,_asRunHrs,DRV_02,Pump 1,Run Hours,DINT,AI,106,g30v1 32b Int AI Flags,Class 2 <3>,452819,0,100000,0,100000,Absolute <1>,1,Disabled <0>,Disabled <0>,,,,,,,Hr,,,,,Statistics,,,Y,Standard,,AD1B1,STANDARD,0,SP_PMP0001_asRunHrs
3883,SP,PMP0001,_asRunHrsYtd,DRV_02a,Pump 1,Run Hours Yesterday,DINT,AI,110,g30v1 32b Int AI Flags,Class 2 <3>,452821,0,100000,0,100000,Absolute <1>,1,Disabled <0>,Disabled <0>,,,,,,,Hr,,,,,Statistics,,,Y,Standard,,AD1B1,STANDARD,0,SP_PMP0001_asRunHrsYtd
3885,SP,PMP0001,_asSpd,DRV_02VSD,Pump 1,Speed Feedback,REAL,AI,117,g30v5 32b Floating Point AI Flags,Class 2 <3>,452803,0,100,0,100,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,,,,,,Statistics,,,Y,W2,,AD1,STANDARD,0.0,SP_PMP0001_asSpd
3886,SP,PMP0001,_asSpdReq,DRV_02VSD,Pump 1,Auto Speed Command,REAL,AI,121,g30v5 32b Floating Point AI Flags,Class 2 <3>,,0,100,0,100,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,,,,,,Statistics,,,Y,W2,,AD1,STANDARD,0.0,SP_PMP0001_asSpdReq
3887,SP,PMP0001,_askW,DRV_02VSD/SS,Pump 1,Power,REAL,AI,30,g30v5 32b Floating Point AI Flags,Class 2 <3>,452809,0,65535,0,65535,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,kW,,,,,Status,,,Y,W1||W2,,AD1,STANDARD,0,SP_PMP0001_askW
3888,SP,PMP0001,_dcAuto,DRV_02a,Pump 1,Auto Mode Request,BOOL,DO,3,g10v2 Binary Output with Flags,Class 0 (static) <0>,,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,Control mode request,,,,Status,,A5,Y,Standard,,A5 (D),STANDARD,FALSE,SP_PMP0001_dcAuto
3889,SP,PMP0001,_dcInh,DRV_02a,Pump 1,Inhibited Request,BOOL,DO,11,g10v2 Binary Output with Flags,Class 0 (static) <0>,,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,Manual control,,,,Status,,A5,Y,Standard,,A5 (D),STANDARD,FALSE,SP_PMP0001_dcInh
3890,SP,PMP0001,_dcInhRst,DRV_02a,Pump 1,Inhibited Reset,BOOL,DO,14,g10v2 Binary Output with Flags,Class 0 (static) <0>,,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,Manual control,,,,Status,,A5,Y,Standard,,A5 (D),STANDARD,FALSE,SP_PMP0001_dcInhRst
3891,SP,PMP0001,_dcMStp,DRV_02a,Pump 1,Manual Stop Request,BOOL,DO,27,g10v2 Binary Output with Flags,Class 0 (static) <0>,,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,Manual control,,,,Status,,A5,Y,Standard,,A5 (D),STANDARD,FALSE,SP_PMP0001_dcMStp
3892,SP,PMP0001,_dcMStr,DRV_02a,Pump 1,Manual Start Request,BOOL,DO,31,g10v2 Binary Output with Flags,Class 0 (static) <0>,,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,Manual control,,,,Status,,A5,Y,Standard,,A5 (D),STANDARD,FALSE,SP_PMP0001_dcMStr
3893,SP,PMP0001,_dcMan,DRV_02a,Pump 1,Manual Mode Request,BOOL,DO,20,g10v2 Binary Output with Flags,Class 0 (static) <0>,,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,Control mode request,,,,Status,,A5,Y,Standard,,A5 (D),STANDARD,FALSE,SP_PMP0001_dcMan
3894,SP,PMP0001,_dcRst,DRV_02a,Pump 1,Fault Reset,BOOL,DO,37,g10v2 Binary Output with Flags,Class 0 (static) <0>,,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,Manual control,,,,Alarms,,A5,Y,Standard,,A5 (D),STANDARD,FALSE,SP_PMP0001_dcRst
3910,SP,PMP0001,_dsARst,DRV_02ARst,Pump 1,Drive Fault Auto Reset,BOOL,DI,42,g1v2 Binary Input with Flags,Class 3 <5>,152808,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A5,Y,Standard,Alarm Rationalisation.BRISBANE.Variable_speed_drive.Auto_ fault_reset,A5,STANDARD,FALSE,SP_PMP0001_dsARst
3911,SP,PMP0001,_dsAmpAlmH,DRV_02Amps,Pump 1,Current High Alarm,BOOL,DI,33,g1v2 Binary Input with Flags,Class 3 <5>,152801,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A5,Y,Standard,Alarm Rationalisation.BRISBANE.Motor_current.High,A5,STANDARD,FALSE,SP_PMP0001_dsAmpAlmH
3912,SP,PMP0001,_dsAmpAlmL,DRV_02Amps,Pump 1,Current Low Alarm,BOOL,DI,36,g1v2 Binary Input with Flags,Class 3 <5>,152802,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A5,Y,Standard,Alarm Rationalisation.BRISBANE.Motor_current.Low,A5,STANDARD,FALSE,SP_PMP0001_dsAmpAlmL
3913,SP,PMP0001,_dsHzAlmH,DRV_02VSD,Pump 1,Frequency High Alarm,BOOL,DI,147,g1v2 Binary Input with Flags,Class 3 <5>,152803,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A5,Y,W2,Made up,A5,STANDARD,FALSE,SP_PMP0001_dsHzAlmH
3914,SP,PMP0001,_dsHzAlmL,DRV_02VSD,Pump 1,Frequency Low Alarm,BOOL,DI,150,g1v2 Binary Input with Flags,Class 3 <5>,152804,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A5,Y,W2,Made up,A5,STANDARD,FALSE,SP_PMP0001_dsHzAlmL
3915,SP,PMP0001,_dskWAlmH,DRV_02VSD/SS,Pump 1,Power High Alarm,BOOL,DI,164,g1v2 Binary Input with Flags,Class 3 <5>,152805,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A5,Y,W1||W2,Alarm Rationalisation.BRISBANE.Motor_power.High,A5,STANDARD,FALSE,SP_PMP0001_dskWAlmH
3916,SP,PMP0001,_dskWAlmL,DRV_02VSD/SS,Pump 1,Power Low Alarm,BOOL,DI,167,g1v2 Binary Input with Flags,Class 3 <5>,152806,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A5,Y,W1||W2,Alarm Rationalisation.BRISBANE.Motor_power.Low,A5,STANDARD,FALSE,SP_PMP0001_dskWAlmL
3917,SP,PMP0001,_dsAmpBPV,DRV_02AIAmps,Pump 1,Current Invalid,BOOL,DI,39,g1v2 Binary Input with Flags,Class 3 <5>,152807,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A4,Y,Standard,Alarm Rationalisation.BRISBANE.Motor_current.Invalid_PV,A4,STANDARD,FALSE,SP_PMP0001_dsAmpBPV
3918,SP,PMP0001,_dsBlk,DRV_02Blk,Pump 1,Blocked,BOOL,DI,54,g1v2 Binary Input with Flags,Class 3 <5>,152810,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A5 (D),Y,H1||H2,Alarm Rationalisation.BRISBANE.Sewer_pump.Blocked,A5 (D),STANDARD,FALSE,SP_PMP0001_dsBlk
3919,SP,PMP0001,_dsCtrlPwrFlt,DRV_02a,Pump 1,Control Power Fault,BOOL,DI,74,g1v2 Binary Input with Flags,Class 3 <5>,152811,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A5 (D),Y,Standard,Alarm Rationalisation.BRISBANE.Sewer_pump.Mains_fail,A5 (D),STANDARD,FALSE,SP_PMP0001_dsCtrlPwrFlt
3920,SP,PMP0001,_dsDeg,DRV_02a,Pump 1,Degraded,BOOL,DI,78,g1v2 Binary Input with Flags,Class 3 <5>,152816,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A4,Y,Standard,Alarm Rationalisation.BRISBANE.Sewer_pump.Degraded,A4,STANDARD,FALSE,SP_PMP0001_dsDeg
3921,SP,PMP0001,_dsDrvFlt,DRV_02,Pump 1,Drive Fault,BOOL,DI,82,g1v2 Binary Input with Flags,Class 3 <5>,152817,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A5,Y,Standard,Alarm Rationalisation.BRISBANE.Variable_speed_drive.Fault,A5,STANDARD,FALSE,SP_PMP0001_dsDrvFlt
3922,SP,PMP0001,_dsDrvFltH,DRV_02a,Pump 1,Drive Fault Count Exceeded,BOOL,DI,87,g1v2 Binary Input with Flags,Class 3 <5>,152818,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A5 (D),Y,Standard,Alarm Rationalisation.BRISBANE.Variable_speed_drive.Count_check,A5 (D),STANDARD,FALSE,SP_PMP0001_dsDrvFltH
3923,SP,PMP0001,_dsEquIL,DRV_02a,Pump 1,Equipment Interlock,BOOL,DI,94,g1v2 Binary Input with Flags,Class 3 <5>,152823,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A5,Y,Standard,Made up,A5,STANDARD,FALSE,SP_PMP0001_dsEquIL
3924,SP,PMP0001,_dsEstop,DRV_02a,Pump 1,EStop Relay Fault,BOOL,DI,99,g1v2 Binary Input with Flags,Class 3 <5>,152824,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A5 (D),Y,Standard,Alarm Rationalisation.BRISBANE.Sewer_pump.Emergency_stop,A5 (D),STANDARD,FALSE,SP_PMP0001_dsEstop
3925,SP,PMP0001,_dsF2Stp,DRV_02a,Pump 1,Failed to Stop,BOOL,DI,123,g1v2 Binary Input with Flags,Class 3 <5>,152825,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A5 (D),Y,Standard,Alarm Rationalisation.BRISBANE.Sewer_pump.Fail_to_stop,A5 (D),STANDARD,FALSE,SP_PMP0001_dsF2Stp
3926,SP,PMP0001,_dsF2Str,DRV_02a,Pump 1,Failed to Start,BOOL,DI,128,g1v2 Binary Input with Flags,Class 3 <5>,152826,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A5 (D),Y,Standard,Alarm Rationalisation.BRISBANE.Sewer_pump.Fail_to_run,A5 (D),STANDARD,FALSE,SP_PMP0001_dsF2Str
3927,SP,PMP0001,_dsInh,DRV_02a,Pump 1,Inhibited,BOOL,DI,157,g1v2 Binary Input with Flags,Class 3 <5>,152828,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A5,Y,Standard,Alarm Rationalisation.BRISBANE.Sewer_pump.Inhibit_Fbk,A5,STANDARD,FALSE,SP_PMP0001_dsInh
3928,SP,PMP0001,_dsMICFlt,DRV_02MPSPS,Pump 1,Moisture In Chamber,BOOL,DI,183,g1v2 Binary Input with Flags,Class 3 <5>,152830,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A5,Y,B2,Made up,A5,STANDARD,FALSE,SP_PMP0001_dsMICFlt
3929,SP,PMP0001,_dsMIOFlt,DRV_02MPSPS,Pump 1,Moisture in Oil,BOOL,DI,186,g1v2 Binary Input with Flags,Class 3 <5>,152831,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A5 (D),Y,A,Alarm Rationalisation.BRISBANE.Sewer_pump.Moisture_in_oil_fault,A5 (D),STANDARD,FALSE,SP_PMP0001_dsMIOFlt
3930,SP,PMP0001,_dsMISFlt,DRV_02MPSPS,Pump 1,Moisture in Stator,BOOL,DI,189,g1v2 Binary Input with Flags,Class 3 <5>,152832,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A5,Y,B1,Made up,A5,STANDARD,FALSE,SP_PMP0001_dsMISFlt
3931,SP,PMP0001,_dsMOTFlt,DRV_02MPSPS,Pump 1,Motor Over Temperature,BOOL,DI,192,g1v2 Binary Input with Flags,Class 3 <5>,152833,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A5,Y,B2,Made up,A5,STANDARD,FALSE,SP_PMP0001_dsMOTFlt
3932,SP,PMP0001,_dsMan,DRV_02a,Pump 1,Manual mode,BOOL,DI,177,g1v2 Binary Input with Flags,Class 3 <5>,152829,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Status,,A5,Y,Standard,Made up,A5,STANDARD,FALSE,SP_PMP0001_dsMan
3933,SP,PMP0001,_dsPrcIL,DRV_02a,Pump 1,Process Interlock,BOOL,DI,211,g1v2 Binary Input with Flags,Class 3 <5>,152836,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A5,Y,Standard,Made up,A5,STANDARD,FALSE,SP_PMP0001_dsPrcIL
3934,SP,PMP0001,_dsRem,DRV_02a,Pump 1,Remote Mode,BOOL,DI,218,g1v2 Binary Input with Flags,Class 3 <5>,152837,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A5,Y,Standard,Made up,A5,STANDARD,FALSE,SP_PMP0001_dsRem
3935,SP,PMP0001,_dsRng,DRV_02,Pump 1,Running,BOOL,DI,224,g1v2 Binary Input with Flags,Class 3 <5>,152838,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,ROOT,,A5,Y,Standard,Alarm Rationalisation.BRISBANE.Sewer_pump.Running,A5,STANDARD,FALSE,SP_PMP0001_dsRng
3936,SP,PMP0001,_dsStrIL,DRV_02a,Pump 1,Start Permissive,BOOL,DI,251,g1v2 Binary Input with Flags,Class 3 <5>,152841,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A5,Y,Standard,Made up,A5,STANDARD,FALSE,SP_PMP0001_dsStrIL
3937,SP,PMP0001,_dsUnavl,DRV_02,Pump 1,Unavailable,BOOL,DI,275,g1v2 Binary Input with Flags,Class 3 <5>,152827,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A3,Y,Standard,Alarm Rationalisation.BRISBANE.Sewer_pump.Unavailable,A3,STANDARD,FALSE,SP_PMP0001_dsUnavl
3957,SP,PMP0002,_acSpBlk,DRV_02Blk,Pump 2,Minimum Blocked Flowrate Setpoint,REAL,AO,37,g40v3 32b Floating Point AO Flags,Class 2 <3>,453051,0,1000,0,1000,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,l/s,Alarm generation,,,,Setpoints,,,Y,H1||H2,,AD1,STANDARD,30.0,SP_PMP0002_acSpBlk
3958,SP,PMP0002,_acMSpd,DRV_02VSD,Pump 2,Manual Speed Setpoint,REAL,AO,31,g40v3 32b Floating Point AO Flags,Class 2 <3>,453065,0,100,0,100,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,%,Manual control,,,,Setpoints,,,Y,W2,,AD1,STANDARD,25.0,SP_PMP0002_acMSpd
